,FundCode,Sim1,name,type,Sim2
81,106,JXAXHBZQC,建信安心回报债券C,定开债券,JIANXINANXINHUIBAOZHAIQUANC
82,107,FGWJZQZQAB,富国稳健增强债券A/B,债券型,FUGUOWENJIANZENGQIANGZHAIQUANAB
84,109,FGWJZQZQC,富国稳健增强债券C,债券型,FUGUOWENJIANZENGQIANGZHAIQUANC
85,110,JYYAHHA,金鹰元安混合A,混合型,JINYINGYUANANHUNHEA
86,111,YFDCZ1NDKZA,易方达纯债1年定开债A,定开债券,YIFANGDACHUNZHAI1NIANDINGKAIZHAIA
87,112,YFDCZ1NDKZC,易方达纯债1年定开债C,定开债券,YIFANGDACHUNZHAI1NIANDINGKAIZHAIC
88,113,JSRYBDQZQAB,嘉实如意宝定期债券A/B,定开债券,JIASHIRUYIBAODINGQIZHAIQUANAB
90,115,JSRYBDQZQC,嘉实如意宝定期债券C,定开债券,JIASHIRUYIBAODINGQIZHAIQUANC
91,116,JSFYCZDQZQ,嘉实丰益纯债定期债券,定开债券,JIASHIFENGYICHUNZHAIDINGQIZHAIQUAN
92,117,GFLDPZHH,广发轮动配置混合,混合型,GUANGFALUNDONGPEIZHIHUNHE
93,118,GFJXZQA,广发聚鑫债券A,债券型,GUANGFAJUXINZHAIQUANA
94,119,GFJXZQC,广发聚鑫债券C,债券型,GUANGFAJUXINZHAIQUANC
95,120,ZYMLZGHH,中银美丽中国混合,混合型,ZHONGYINMEILIZHONGGUOHUNHE
96,121,HXYFHHA,华夏永福混合A,混合型,HUAXIAYONGFUHUNHEA
97,122,HTFSYZZQA,汇添富实业债债券A,债券型,HUITIANFUSHIYEZHAIZHAIQUANA
98,123,HTFSYZZQC,汇添富实业债债券C,债券型,HUITIANFUSHIYEZHAIZHAIQUANC
99,124,HBFWYXHH,华宝服务优选混合,混合型,HUABAOFUWUYOUXUANHUNHE
100,126,ZSARHH,招商安润混合,混合型,ZHAOSHANGANRUNHUNHE
101,127,NYHYLXHH,农银行业领先混合,混合型,NONGYINHANGYELINGXIANHUNHE
102,128,DCJADRZQA,大成景安短融债券A,债券型,DACHENGJINGANDUANRONGZHAIQUANA
103,129,DCJADRZQB,大成景安短融债券B,债券型,DACHENGJINGANDUANRONGZHAIQUANB
104,130,DCJXXYZZQA,大成景兴信用债债券A,债券型,DACHENGJINGXINGXINYONGZHAIZHAIQUANA
105,131,DCJXXYZZQC,大成景兴信用债债券C,债券型,DACHENGJINGXINGXINYONGZHAIZHAIQUANC
106,134,XCLC28RYA,信诚理财28日盈A,理财型,XINCHENGLICAI28RIYINGA
107,135,XCLC28RYB,信诚理财28日盈B,理财型,XINCHENGLICAI28RIYINGB
108,136,MSJYCLJXHH,民生加银策略精选混合,混合型,MINSHENGJIAYINCELUEJINGXUANHUNHE
109,137,MSJYSSZLZQA,民生加银岁岁增利债券A,定开债券,MINSHENGJIAYINSUISUIZENGLIZHAIQUANA
110,138,MSJYSSZLZQC,民生加银岁岁增利债券C,定开债券,MINSHENGJIAYINSUISUIZENGLIZHAIQUANC
111,139,FGGYQYZZQAB,富国国有企业债债券A/B,债券型,FUGUOGUOYOUQIYEZHAIZHAIQUANAB
113,141,FGGYQYZZQC,富国国有企业债债券C,债券型,FUGUOGUOYOUQIYEZHAIZHAIQUANC
114,142,RTZQSYZQA,融通增强收益债券A,债券型,RONGTONGZENGQIANGSHOUYIZHAIQUANA
115,143,PHSZJLZQ,鹏华双债加利债券,债券型,PENGHUASHUANGZHAIJIALIZHAIQUAN
116,147,YFDGDJXYZZQA,易方达高等级信用债债券A,债券型,YIFANGDAGAODENGJIXINYONGZHAIZHAIQUANA
117,148,YFDGDJXYZZQC,易方达高等级信用债债券C,债券型,YIFANGDAGAODENGJIXINYONGZHAIZHAIQUANC
118,149,HASZTLZQA,华安双债添利债券A,债券型,HUAANSHUANGZHAITIANLIZHAIQUANA
119,150,HASZTLZQC,华安双债添利债券C,债券型,HUAANSHUANGZHAITIANLIZHAIQUANC
120,152,DCJXCZZQA,大成景旭纯债债券A,债券型,DACHENGJINGXUCHUNZHAIZHAIQUANA
121,153,DCJXCZZQC,大成景旭纯债债券C,债券型,DACHENGJINGXUCHUNZHAIZHAIQUANC
131,165,GTRYCLJXHH,国投瑞银策略精选混合,混合型,GUOTOURUIYINCELUEJINGXUANHUNHE
132,166,ZHXXCYJXHH,中海信息产业精选混合,混合型,ZHONGHAIXINXICHANYEJINGXUANHUNHE
133,167,GFJYLHPZHHA,广发聚优灵活配置混合A,混合型,GUANGFAJUYOULINGHUOPEIZHIHUNHEA
134,171,YFDYFHBZQ,易方达裕丰回报债券,债券型,YIFANGDAYUFENGHUIBAOZHAIQUAN
135,172,HTBRLHZQHHA,华泰柏瑞量化增强混合A,混合型,HUATAIBAIRUILIANGHUAZENGQIANGHUNHEA
136,173,HTFML30HH,汇添富美丽30混合,混合型,HUITIANFUMEILI30HUNHE
137,174,HTFGXZZQA,汇添富高息债债券A,债券型,HUITIANFUGAOXIZHAIZHAIQUANA
138,175,HTFGXZZQC,汇添富高息债债券C,债券型,HUITIANFUGAOXIZHAIZHAIQUANC
139,176,JSHS300ZSYJZQ,嘉实沪深300指数研究增强,股票指数,JIASHIHUSHEN300ZHISHUYANJIUZENGQIANG
140,179,GFMGFDCZS,广发美国房地产指数,QDII-指数,GUANGFAMEIGUOFANGDICHANZHISHU
141,180,GFMGFDCZSXH,广发美国房地产指数现汇,QDII-指数,GUANGFAMEIGUOFANGDICHANZHISHUXIANHUI
142,181,JSCCSJJLZQA,景顺长城四季金利债券A,债券型,JINGSHUNCHANGCHENGSIJIJINLIZHAIQUANA
143,182,JSCCSJJLZQC,景顺长城四季金利债券C,债券型,JINGSHUNCHANGCHENGSIJIJINLIZHAIQUANC
144,183,JSFYCLDQZQ,嘉实丰益策略定期债券,定开债券,JIASHIFENGYICELUEDINGQIZHAIQUAN
145,184,GYTFZQA,工银添福债券A,债券型,GONGYINTIANFUZHAIQUANA
146,185,GYTFZQB,工银添福债券B,债券型,GONGYINTIANFUZHAIQUANB
147,186,HTBRJJHZQ,华泰柏瑞季季红债券,债券型,HUATAIBAIRUIJIJIHONGZHAIQUAN
148,187,HTBRFSCZZQA,华泰柏瑞丰盛纯债债券A,债券型,HUATAIBAIRUIFENGSHENGCHUNZHAIZHAIQUANA
149,188,HTBRFSCZZQC,华泰柏瑞丰盛纯债债券C,债券型,HUATAIBAIRUIFENGSHENGCHUNZHAIZHAIQUANC
150,189,YFDFHZQA,易方达丰华债券A,债券型,YIFANGDAFENGHUAZHAIQUANA
151,190,ZYXHBLHPZHH,中银新回报灵活配置混合,混合型,ZHONGYINXINHUIBAOLINGHUOPEIZHIHUNHE
152,191,FGXYZZQAB,富国信用债债券A/B,债券型,FUGUOXINYONGZHAIZHAIQUANAB
153,192,FGXYZZQC,富国信用债债券C,债券型,FUGUOXINYONGZHAIZHAIQUANC
154,194,YHXYSJHZQA,银华信用四季红债券A,债券型,YINHUAXINYONGSIJIHONGZHAIQUANA
155,195,GYCZSYHHA,工银成长收益混合A,混合型,GONGYINCHENGZHANGSHOUYIHUNHEA
156,196,GYCZSYHHB,工银成长收益混合B,混合型,GONGYINCHENGZHANGSHOUYIHUNHEB
157,197,FGMBSYYNQCZZQ,富国目标收益一年期纯债债券,定开债券,FUGUOMUBIAOSHOUYIYINIANQICHUNZHAIZHAIQUAN
158,198,THYEBHB,天弘余额宝货币,货币型,TIANHONGYUEBAOHUOBI
159,199,GTLHCLSYHH,国泰量化策略收益混合,混合型,GUOTAILIANGHUACELUESHOUYIHUNHE
160,200,BSSSZLYNDKZ,博时岁岁增利一年定开债,定开债券,BOSHISUISUIZENGLIYINIANDINGKAIZHAI
161,201,NATXYNDKZA,诺安泰鑫一年定开债A,定开债券,NUOANTAIXINYINIANDINGKAIZHAIA
162,202,FGMBSYLNQCZZQ,富国目标收益两年期纯债债券,定开债券,FUGUOMUBIAOSHOUYILIANGNIANQICHUNZHAIZHAIQUAN
163,203,GFRRSYHBA,国富日日收益货币A,货币型,GUOFURIRISHOUYIHUOBIA
164,204,GFRRSYHBB,国富日日收益货币B,货币型,GUOFURIRISHOUYIHUOBIB
165,205,YFDTZJXYZZQA,易方达投资级信用债债券A,债券型,YIFANGDATOUZIJIXINYONGZHAIZHAIQUANA
166,206,YFDTZJXYZZQC,易方达投资级信用债债券C,债券型,YIFANGDATOUZIJIXINYONGZHAIZHAIQUANC
167,207,JXSZZQZQA,建信双债增强债券A,债券型,JIANXINSHUANGZHAIZENGQIANGZHAIQUANA
168,208,JXSZZQZQC,建信双债增强债券C,债券型,JIANXINSHUANGZHAIZENGQIANGZHAIQUANC
169,209,XCXXCYHH,信诚新兴产业混合,混合型,XINCHENGXINXINGCHANYEHUNHE
170,210,GDXJBHBA,光大现金宝货币A,货币型,GUANGDAXIANJINBAOHUOBIA
171,211,GDXJBHBB,光大现金宝货币B,货币型,GUANGDAXIANJINBAOHUOBIB
172,212,TXXYDQKFA,泰信鑫益定期开放A,定开债券,TAIXINXINYIDINGQIKAIFANGA
173,213,TXXYDQKFC,泰信鑫益定期开放C,定开债券,TAIXINXINYIDINGQIKAIFANGC
174,214,GFCZYXHH,广发成长优选混合,混合型,GUANGFACHENGZHANGYOUXUANHUNHE
175,215,GFQSYXLHPZHH,广发趋势优选灵活配置混合,混合型,GUANGFAQUSHIYOUXUANLINGHUOPEIZHIHUNHE
176,216,HAHJYETFLJA,华安黄金易ETF联接A,联接基金,HUAANHUANGJINYIETFLIANJIEA
177,217,HAHJYETFLJC,华安黄金易ETF联接C,联接基金,HUAANHUANGJINYIETFLIANJIEC
178,218,GTHJETFLJA,国泰黄金ETF联接A,联接基金,GUOTAIHUANGJINETFLIANJIEA
179,219,BSYYHH,博时裕益混合,混合型,BOSHIYUYIHUNHE
180,220,FGYLBJHYHH,富国医疗保健行业混合,混合型,FUGUOYILIAOBAOJIANHANGYEHUNHE
181,221,HTFNNLDKZA,汇添富年年利定开债A,定开债券,HUITIANFUNIANNIANLIDINGKAIZHAIA
182,222,HTFNNLDKZC,汇添富年年利定开债C,定开债券,HUITIANFUNIANNIANLIDINGKAIZHAIC
183,225,CSNNSYDQZQA,长盛年年收益定期债券A,定开债券,CHANGSHENGNIANNIANSHOUYIDINGQIZHAIQUANA
184,226,CSNNSYDQZQC,长盛年年收益定期债券C,定开债券,CHANGSHENGNIANNIANSHOUYIDINGQIZHAIQUANC
185,227,HANNHZQA,华安年年红债券A,定开债券,HUAANNIANNIANHONGZHAIQUANA
186,235,NAWGSYYNDKZ,诺安稳固收益一年定开债,定开债券,NUOANWENGUSHOUYIYINIANDINGKAIZHAI
187,236,GYYYXDQZFZQA,工银月月薪定期支付债券A,债券型,GONGYINYUEYUEXINDINGQIZHIFUZHAIQUANA
188,237,GTRYYNDKZA,国投瑞银一年定开债A,定开债券,GUOTOURUIYINYINIANDINGKAIZHAIA
189,238,GTRYYNDKZC,国投瑞银一年定开债C,定开债券,GUOTOURUIYINYINIANDINGKAIZHAIC
190,239,HANNYDKZA,华安年年盈定开债A,定开债券,HUAANNIANNIANYINGDINGKAIZHAIA
191,240,HANNYDKZC,华安年年盈定开债C,定开债券,HUAANNIANNIANYINGDINGKAIZHAIC
192,241,BYHXYSHHC,宝盈核心优势混合C,混合型,BAOYINGHEXINYOUSHIHUNHEC
193,242,JSCCCLJXLHPZHH,景顺长城策略精选灵活配置混合,混合型,JINGSHUNCHANGCHENGCELUEJINGXUANLINGHUOPEIZHIHUNHE
194,244,THWLDQKFA,天弘稳利定期开放A,定开债券,TIANHONGWENLIDINGQIKAIFANGA
195,245,THWLDQKFB,天弘稳利定期开放B,定开债券,TIANHONGWENLIDINGQIKAIFANGB
196,246,BSYYXDQZFZQ,博时月月薪定期支付债券,定开债券,BOSHIYUEYUEXINDINGQIZHIFUZHAIQUAN
197,248,HTFZZZYXFETFLJ,汇添富中证主要消费ETF联接,联接基金,HUITIANFUZHONGZHENGZHUYAOXIAOFEIETFLIANJIE
198,251,GYJRDCHH,工银金融地产混合,混合型,GONGYINJINRONGDICHANHUNHE
199,252,JSCCJXXYCZZQA,景顺长城景兴信用纯债债券A,债券型,JINGSHUNCHANGCHENGJINGXINGXINYONGCHUNZHAIZHAIQUANA
200,253,JSCCJXXYCZZQC,景顺长城景兴信用纯债债券C,债券型,JINGSHUNCHANGCHENGJINGXINGXINYONGCHUNZHAIZHAIQUANC
201,254,CCDKZA,长城定开债A,定开债券,CHANGCHENGDINGKAIZHAIA
202,255,CCDKZC,长城定开债C,定开债券,CHANGCHENGDINGKAIZHAIC
203,256,STMGHLHBHHA,上投摩根红利回报混合A,混合型,SHANGTOUMOGENHONGLIHUIBAOHUNHEA
204,259,NYQJSYHH,农银区间收益混合,混合型,NONGYINQUJIANSHOUYIHUNHE
205,263,GYXXCYHH,工银信息产业混合,混合型,GONGYINXINXICHANYEHUNHE
206,264,BSNXZZHH,博时内需增长混合,混合型,BOSHINEIXUZENGZHANGHUNHE
207,265,YFDHJTL1NDKZA,易方达恒久添利1年定开债A,定开债券,YIFANGDAHENGJIUTIANLI1NIANDINGKAIZHAIA
208,266,YFDHJTL1NDKZC,易方达恒久添利1年定开债C,定开债券,YIFANGDAHENGJIUTIANLI1NIANDINGKAIZHAIC
209,267,GFJLYNDKZA,广发集利一年定开债A,定开债券,GUANGFAJILIYINIANDINGKAIZHAIA
210,268,GFJLYNDKZC,广发集利一年定开债C,定开债券,GUANGFAJILIYINIANDINGKAIZHAIC
211,269,JSHRSZLNQDQZQ,嘉实合润双债两年期定期债券,定开债券,JIASHIHERUNSHUANGZHAILIANGNIANQIDINGQIZHAIQUAN
212,270,JXAXBBHH,建信安心保本混合,保本型,JIANXINANXINBAOBENHUNHE
213,271,ZYDKZA,中邮定开债A,定开债券,ZHONGYOUDINGKAIZHAIA
214,272,ZYDKZC,中邮定开债C,定开债券,ZHONGYOUDINGKAIZHAIC
215,273,HRYDAXLHPZHHA,华润元大安鑫灵活配置混合A,混合型,HUARUNYUANDAANXINLINGHUOPEIZHIHUNHEA
216,274,GFYTZGSYZQ,广发亚太中高收益债券,QDII,GUANGFAYATAIZHONGGAOSHOUYIZHAIQUAN
217,275,GFYTZGSYZQXH,广发亚太中高收益债券现汇,QDII,GUANGFAYATAIZHONGGAOSHOUYIZHAIQUANXIANHUI
218,277,BSSYXDQZFZQ,博时双月薪定期支付债券,定开债券,BOSHISHUANGYUEXINDINGQIZHIFUZHAIQUAN
219,279,HSHLYXHH,华商红利优选混合,混合型,HUASHANGHONGLIYOUXUANHUNHE
220,286,YHXYJJHZQA,银华信用季季红债券A,债券型,YINHUAXINYONGJIJIHONGZHAIQUANA
221,289,PHFTDKZA,鹏华丰泰定开债A,定开债券,PENGHUAFENGTAIDINGKAIZHAIA
222,290,PHQQGSYZQDII,鹏华全球高收益债(QDII),QDII,PENGHUAQUANQIUGAOSHOUYIZHAIQDII
223,294,HASTYXHH,华安生态优先混合,混合型,HUAANSHENGTAIYOUXIANHUNHE
224,295,PHFSDKZA,鹏华丰实定开债A,定开债券,PENGHUAFENGSHIDINGKAIZHAIA
225,296,PHFSDKZB,鹏华丰实定开债B,定开债券,PENGHUAFENGSHIDINGKAIZHAIB
226,297,PHKZZZQ,鹏华可转债债券,债券型,PENGHUAKEZHUANZHAIZHAIQUAN
227,298,ZHCZZQA,中海纯债债券A,债券型,ZHONGHAICHUNZHAIZHAIQUANA
228,299,ZHCZZQC,中海纯债债券C,债券型,ZHONGHAICHUNZHAIZHAIQUANC
229,300,DBDLHBA,德邦德利货币A,货币型,DEBANGDELIHUOBIA
230,301,DBDLHBB,德邦德利货币B,货币型,DEBANGDELIHUOBIB
231,305,ZYZGDJA,中银中高等级A,债券型,ZHONGYINZHONGGAODENGJIA
232,306,THHLZQ,天弘弘利债券,债券型,TIANHONGHONGLIZHAIQUAN
233,307,YFDHJETFLJA,易方达黄金ETF联接A,联接基金,YIFANGDAHUANGJINETFLIANJIEA
234,308,JXCXZGHH,建信创新中国混合,混合型,JIANXINCHUANGXINZHONGGUOHUNHE
235,309,DMPZSHJXGP,大摩品质生活精选股票,股票型,DAMOPINZHISHENGHUOJINGXUANGUPIAO
236,310,AXYLXYA,安信永利信用A,定开债券,ANXINYONGLIXINYONGA
237,311,JSCCHS300ZSZQ,景顺长城沪深300指数增强,股票指数,JINGSHUNCHANGCHENGHUSHEN300ZHISHUZENGQIANG
238,312,HAHS300ZQA,华安沪深300增强A,股票指数,HUAANHUSHEN300ZENGQIANGA
239,313,HAHS300ZQC,华安沪深300增强C,股票指数,HUAANHUSHEN300ZENGQIANGC
240,314,ZSRFLHPZHHFQSA,招商瑞丰灵活配置混合发起式A,混合型,ZHAOSHANGRUIFENGLINGHUOPEIZHIHUNHEFAQISHIA
241,316,ZHHLFJZQ,中海惠利分级债券,债券型,ZHONGHAIHUILIFENJIZHAIQUAN
242,317,ZHHLFJZQA,中海惠利分级债券A,固定收益,ZHONGHAIHUILIFENJIZHAIQUANA
243,318,ZHHLFJZQB,中海惠利分级债券B,分级杠杆,ZHONGHAIHUILIFENJIZHAIQUANB
244,319,TDTLZQA,泰达淘利债券A,债券型,TAIDATAOLIZHAIQUANA
245,320,TDTLZQC,泰达淘利债券C,债券型,TAIDATAOLIZHAIQUANC
246,322,NY14TLCZQA,农银14天理财债券A,理财型,NONGYIN14TIANLICAIZHAIQUANA
247,323,NY14TLCZQB,农银14天理财债券B,理财型,NONGYIN14TIANLICAIZHAIQUANB
248,324,HRYDXJSYHBA,华润元大现金收益货币A,货币型,HUARUNYUANDAXIANJINSHOUYIHUOBIA
249,325,HRYDXJSYHBB,华润元大现金收益货币B,货币型,HUARUNYUANDAXIANJINSHOUYIHUOBIB
250,326,NFZXPCZGP,南方中小盘成长股票,股票型,NANFANGZHONGXIAOPANCHENGZHANGGUPIAO
251,327,NFXLCHH,南方新蓝筹混合,混合型,NANFANGXINLANCHOUHUNHE
252,328,STMGZXDLLHPZHH,上投摩根转型动力灵活配置混合,混合型,SHANGTOUMOGENZHUANXINGDONGLILINGHUOPEIZHIHUNHE
253,329,PHFRDKZ,鹏华丰饶定开债,定开债券,PENGHUAFENGRAODINGKAIZHAI
254,330,HTFXJBHB,汇添富现金宝货币,货币型,HUITIANFUXIANJINBAOHUOBI
255,331,ZJHBA,中加货币A,货币型,ZHONGJIAHUOBIA
256,332,ZJHBC,中加货币C,货币型,ZHONGJIAHUOBIC
257,333,CCWGSYZQA,长城稳固收益债券A,债券型,CHANGCHENGWENGUSHOUYIZHAIQUANA
258,334,CCWGSYZQC,长城稳固收益债券C,债券型,CHANGCHENGWENGUSHOUYIZHAIQUANC
259,335,AXYLXYC,安信永利信用C,定开债券,ANXINYONGLIXINYONGC
260,336,NYYJJXHH,农银研究精选混合,混合型,NONGYINYANJIUJINGXUANHUNHE
261,338,PHSZBLZQ,鹏华双债保利债券,债券型,PENGHUASHUANGZHAIBAOLIZHAIQUAN
262,339,CCYLBJHH,长城医疗保健混合,混合型,CHANGCHENGYILIAOBAOJIANHUNHE
263,341,JSXXSCC2QDII,嘉实新兴市场C2(QDII),QDII,JIASHIXINXINGSHICHANGC2QDII
264,342,JSXXSCA1QDII,嘉实新兴市场A1(QDII),QDII,JIASHIXINXINGSHICHANGA1QDII
265,343,HXCFBHBA,华夏财富宝货币A,货币型,HUAXIACAIFUBAOHUOBIA
267,346,JXAXHB6GYDKA,建信安心回报6个月定开A,定开债券,JIANXINANXINHUIBAO6GEYUEDINGKAIA
268,347,JXAXHB6GYDKC,建信安心回报6个月定开C,定开债券,JIANXINANXINHUIBAO6GEYUEDINGKAIC
269,351,GFHFDQZQA,国富恒丰定期债券A,定开债券,GUOFUHENGFENGDINGQIZHAIQUANA
270,352,GFHFDQZQC,国富恒丰定期债券C,定开债券,GUOFUHENGFENGDINGQIZHAIQUANC
271,354,CSCZHZTHH,长盛城镇化主题混合,混合型,CHANGSHENGCHENGZHENHUAZHUTIHUNHE
272,355,NFFYXYZQZQA,南方丰元信用增强债券A,债券型,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANA
273,356,NFFYXYZQZQC,南方丰元信用增强债券C,债券型,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANC
274,359,YFDYLCHB,易方达易理财货币,货币型,YIFANGDAYILICAIHUOBI
275,360,XCNNYYDKZA,信诚年年有余定开债A,定开债券,XINCHENGNIANNIANYOUYUDINGKAIZHAIA
276,361,XCNNYYDKZB,信诚年年有余定开债B,定开债券,XINCHENGNIANNIANYOUYUDINGKAIZHAIB
277,362,GTJXJZYSHHA,国泰聚信价值优势混合A,混合型,GUOTAIJUXINJIAZHIYOUSHIHUNHEA
278,363,GTJXJZYSHHC,国泰聚信价值优势混合C,混合型,GUOTAIJUXINJIAZHIYOUSHIHUNHEC
279,366,HTFTFTHBA,汇添富添富通货币A,货币型,HUITIANFUTIANFUTONGHUOBIA
280,367,GTAKDQZFHHA,国泰安康定期支付混合A,混合型,GUOTAIANKANGDINGQIZHIFUHUNHEA
281,368,HTFHS300AZZS,汇添富沪深300安中指数,股票指数,HUITIANFUHUSHEN300ANZHONGZHISHU
282,369,GFQQYLBJQDII,广发全球医疗保健(QDII),QDII-指数,GUANGFAQUANQIUYILIAOBAOJIANQDII
283,370,GFQQYLBJMY,广发全球医疗保健美元,QDII-指数,GUANGFAQUANQIUYILIAOBAOJIANMEIYUAN
284,371,MSJYXJBHBA,民生加银现金宝货币A,货币型,MINSHENGJIAYINXIANJINBAOHUOBIA
285,372,ZYHLBNDKZ,中银惠利半年定开债,定开债券,ZHONGYINHUILIBANNIANDINGKAIZHAI
286,373,HAZZXFYYETFLJA,华安中证细分医药ETF联接A,联接基金,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEA
287,376,HAZZXFYYETFLJC,华安中证细分医药ETF联接C,联接基金,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEC
288,377,STMGSZZLZQA,上投摩根双债增利债券A,债券型,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANA
289,378,STMGSZZLZQC,上投摩根双债增利债券C,债券型,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANC
290,379,PARZLHB,平安日增利货币,货币型,PINGANRIZENGLIHUOBI
291,380,JSCCJYHBA,景顺长城景益货币A,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIA
292,381,JSCCJYHBB,景顺长城景益货币B,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIB
293,385,JSCCJYSLZQA,景顺长城景颐双利债券A,债券型,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANA
294,386,JSCCJYSLZQC,景顺长城景颐双利债券C,债券型,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANC
295,389,GFTTHHBA,广发天天红货币A,货币型,GUANGFATIANTIANHONGHUOBIA
296,390,HSYSHYHH,华商优势行业混合,混合型,HUASHANGYOUSHIHANGYEHUNHE
297,394,RTTYDRZQA,融通通源短融债券A,债券型,RONGTONGTONGYUANDUANRONGZHAIQUANA
298,395,HTFAXZGZQA,汇添富安心中国债券A,债券型,HUITIANFUANXINZHONGGUOZHAIQUANA
299,396,HTFAXZGZQC,汇添富安心中国债券C,债券型,HUITIANFUANXINZHONGGUOZHAIQUANC
300,397,HTFQEBHB,汇添富全额宝货币,货币型,HUITIANFUQUANEBAOHUOBI
301,398,HFLHPZHH,华富灵活配置混合,混合型,HUAFULINGHUOPEIZHIHUNHE
302,400,ZRZXDKZA,中融增鑫定开债A,定开债券,ZHONGRONGZENGXINDINGKAIZHAIA
303,401,ZRZXDKZC,中融增鑫定开债C,定开债券,ZHONGRONGZENGXINDINGKAIZHAIC
304,402,GYCZZQA,工银纯债债券A,债券型,GONGYINCHUNZHAIZHAIQUANA
305,403,GYCZZQB,工银纯债债券B,债券型,GONGYINCHUNZHAIZHAIQUANB
306,404,YFDXXCZLHPZ,易方达新兴成长灵活配置,混合型,YIFANGDAXINXINGCHENGZHANGLINGHUOPEIZHI
307,406,HTFSLZQZQA,汇添富双利增强债券A,债券型,HUITIANFUSHUANGLIZENGQIANGZHAIQUANA
308,407,HTFSLZQZQC,汇添富双利增强债券C,债券型,HUITIANFUSHUANGLIZENGQIANGZHAIQUANC
309,408,MSJYCZHHH,民生加银城镇化混合,混合型,MINSHENGJIAYINCHENGZHENHUAHUNHE
310,409,PHHBCYGP,鹏华环保产业股票,股票型,PENGHUAHUANBAOCHANYEGUPIAO
311,410,YMFWLXHH,益民服务领先混合,混合型,YIMINFUWULINGXIANHUNHE
312,411,JSCCYZCZGP,景顺长城优质成长股票,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAO
313,414,JSJDSYCLDQHH,嘉实绝对收益策略定期混合,混合型,JIASHIJUEDUISHOUYICELUEDINGQIHUNHE
314,415,DMTL18GYDKZA,大摩添利18个月定开债A,定开债券,DAMOTIANLI18GEYUEDINGKAIZHAIA
315,416,DMTL18GYDKZC,大摩添利18个月定开债C,定开债券,DAMOTIANLI18GEYUEDINGKAIZHAIC
316,417,GLAXJXHH,国联安新精选混合,混合型,GUOLIANANXINJINGXUANHUNHE
317,418,JSCCCZZXGP,景顺长城成长之星股票,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAO
318,419,DMYZXJCZA,大摩优质信价纯债A,债券型,DAMOYOUZHIXINJIACHUNZHAIA
319,420,DMYZXJCZC,大摩优质信价纯债C,债券型,DAMOYOUZHIXINJIACHUNZHAIC
320,421,HTBRFHZQA,华泰柏瑞丰汇债券A,债券型,HUATAIBAIRUIFENGHUIZHAIQUANA
321,422,HTBRFHZQC,华泰柏瑞丰汇债券C,债券型,HUATAIBAIRUIFENGHUIZHAIQUANC
322,423,QHKYSJQDHHA,前海开源事件驱动混合A,混合型,QIANHAIKAIYUANSHIJIANQUDONGHUNHEA
323,424,CSTLBHBA,长盛添利宝货币A,货币型,CHANGSHENGTIANLIBAOHUOBIA
324,425,CSTLBHBB,长盛添利宝货币B,货币型,CHANGSHENGTIANLIBAOHUOBIB
325,428,YFDJYFJZQFQS,易方达聚盈分级债券发起式,债券型,YIFANGDAJUYINGFENJIZHAIQUANFAQISHI
326,429,YFDJYFJZQFQSA,易方达聚盈分级债券发起式A,固定收益,YIFANGDAJUYINGFENJIZHAIQUANFAQISHIA
327,430,YFDJYFJZQFQSB,易方达聚盈分级债券发起式B,分级杠杆,YIFANGDAJUYINGFENJIZHAIQUANFAQISHIB
328,431,PHPPCCHH,鹏华品牌传承混合,混合型,PENGHUAPINPAICHUANCHENGHUNHE
329,432,ZYYXQYHH,中银优秀企业混合,混合型,ZHONGYINYOUXIUQIYEHUNHE
330,433,AXXFYXHH,安信鑫发优选混合,混合型,ANXINXINFAYOUXUANHUNHE
331,434,XHYNBHBA,新华壹诺宝货币A,货币型,XINHUAYINUOBAOHUOBIA
332,435,JXWDTLZQA,建信稳定添利债券A,债券型,JIANXINWENDINGTIANLIZHAIQUANA
333,436,YFDYHDKHHFQS,易方达裕惠定开混合发起式,混合型,YIFANGDAYUHUIDINGKAIHUNHEFAQISHI
334,437,RTYYTLDKZA,融通月月添利定开债A,定开债券,RONGTONGYUEYUETIANLIDINGKAIZHAIA
335,438,RTYYTLDKZB,融通月月添利定开债B,定开债券,RONGTONGYUEYUETIANLIDINGKAIZHAIB
336,439,GJXYHB,国金鑫盈货币,货币型,GUOJINXINYINGHUOBI
337,452,NFYYBJLHPZHH,南方医药保健灵活配置混合,混合型,NANFANGYIYAOBAOJIANLINGHUOPEIZHIHUNHE
338,457,STMGHXCZGP,上投摩根核心成长股票,股票型,SHANGTOUMOGENHEXINCHENGZHANGGUPIAO
339,458,YDLXHBHHFQS,英大领先回报混合发起式,混合型,YINGDALINGXIANHUIBAOHUNHEFAQISHI
