,Unnamed: 0,FundCode,Sim1,name,type,Sim2
376,395,531,DWAEFLHPZHH,东吴阿尔法灵活配置混合,混合型,DONGWUAERFALINGHUOPEIZHIHUNHE
377,396,532,JSCCYSQYHH,景顺长城优势企业混合,混合型,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHE
378,397,533,YYHB,永赢货币,货币型,YONGYINGHUOBI
379,398,534,CSGDZBHH,长盛高端装备混合,混合型,CHANGSHENGGAODUANZHUANGBEIHUNHE
380,399,535,CSHTHGZBLHPZHH,长盛航天海工装备灵活配置混合,混合型,CHANGSHENGHANGTIANHAIGONGZHUANGBEILINGHUOPEIZHIHUNHE
381,400,536,QHKYKZZZQ,前海开源可转债债券,债券型,QIANHAIKAIYUANKEZHUANZHAIZHAIQUAN
382,401,538,NAYSHYHHA,诺安优势行业混合A,混合型,NUOANYOUSHIHANGYEHUNHEA
383,402,539,ZYHQBHB,中银活期宝货币,货币型,ZHONGYINHUOQIBAOHUOBI
384,403,540,GJJTTHBA,国金金腾通货币A,货币型,GUOJINJINTENGTONGHUOBIA
385,404,541,HSCXCZHHFQS,华商创新成长混合发起式,混合型,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHI
386,405,542,SYHCBHBA,上银慧财宝货币A,货币型,SHANGYINHUICAIBAOHUOBIA
387,406,543,SYHCBHBB,上银慧财宝货币B,货币型,SHANGYINHUICAIBAOHUOBIB
388,407,545,ZYHXJZLLHPZHH,中邮核心竞争力灵活配置混合,混合型,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE
390,409,547,JXJKMSHH,建信健康民生混合,混合型,JIANXINJIANKANGMINSHENGHUNHE
391,410,548,PHJCTHB,鹏华聚财通货币,货币型,PENGHUAJUCAITONGHUOBI
392,411,549,HADGXJJGP,华安大国新经济股票,股票型,HUAANDAGUOXINJINGJIGUPIAO
393,412,550,GFXDLHH,广发新动力混合,混合型,GUANGFAXINDONGLIHUNHE
394,413,551,XCXFXFHH,信诚幸福消费混合,混合型,XINCHENGXINGFUXIAOFEIHUNHE
397,416,554,ZGMLHPZHH,中国梦灵活配置混合,混合型,ZHONGGUOMENGLINGHUOPEIZHIHUNHE
398,417,556,GTRYXJYLHPZHHA,国投瑞银新机遇灵活配置混合A,混合型,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEA
399,418,557,GTRYXJYLHPZHHC,国投瑞银新机遇灵活配置混合C,混合型,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEC
400,419,559,NATTBA,诺安天天宝A,货币型,NUOANTIANTIANBAOA
401,420,560,NATTBE,诺安天天宝E,货币型,NUOANTIANTIANBAOE
402,421,561,NFQYZQA,南方启元债券A,债券型,NANFANGQIYUANZHAIQUANA
403,422,562,NFQYZQC,南方启元债券C,债券型,NANFANGQIYUANZHAIQUANC
404,423,563,NFTLZQA,南方通利债券A,债券型,NANFANGTONGLIZHAIQUANA
405,424,564,NFTLZQC,南方通利债券C,债券型,NANFANGTONGLIZHAIQUANC
406,425,566,HTBRCXSJHH,华泰柏瑞创新升级混合,混合型,HUATAIBAIRUICHUANGXINSHENGJIHUNHE
407,426,567,GFJXLHHH,广发聚祥灵活混合,混合型,GUANGFAJUXIANGLINGHUOHUNHE
408,427,569,PHZZBHB,鹏华增值宝货币,货币型,PENGHUAZENGZHIBAOHUOBI
409,428,572,ZYDCLHH,中银多策略混合,混合型,ZHONGYINDUOCELUEHUNHE
410,429,573,THTLHH,天弘通利混合,混合型,TIANHONGTONGLIHUNHE
411,430,574,BYXJZHHA,宝盈新价值混合A,混合型,BAOYINGXINJIAZHIHUNHEA
412,431,575,XQTLBHB,兴全添利宝货币,货币型,XINGQUANTIANLIBAOHUOBI
413,432,576,ZYHBA,中邮货币A,货币型,ZHONGYOUHUOBIA
414,433,577,AXJZJXGP,安信价值精选股票,股票型,ANXINJIAZHIJINGXUANGUPIAO
415,434,578,XYHXSYZQA,鑫元恒鑫收益增强A,债券型,XINYUANHENGXINSHOUYIZENGQIANGA
416,435,579,XYHXSYZQC,鑫元恒鑫收益增强C,债券型,XINYUANHENGXINSHOUYIZENGQIANGC
417,436,580,ZYHBB,中邮货币B,货币型,ZHONGYOUHUOBIB
418,437,581,JSHQBHBA,嘉实活钱包货币A,货币型,JIASHIHUOQIANBAOHUOBIA
420,439,584,XHXYLHPZHH,新华鑫益灵活配置混合,混合型,XINHUAXINYILINGHUOPEIZHIHUNHE
421,440,585,JSDCTLDQHH,嘉实对冲套利定期混合,混合型,JIASHIDUICHONGTAOLIDINGQIHUNHE
422,441,586,JSCCZXBCYBJXGP,景顺长城中小板创业板精选股票,股票型,JINGSHUNCHANGCHENGZHONGXIAOBANCHUANGYEBANJINGXUANGUPIAO
423,442,587,DCLHPZHH,大成灵活配置混合,混合型,DACHENGLINGHUOPEIZHIHUNHE
424,443,588,ZSZQBHBA,招商招钱宝货币A,货币型,ZHAOSHANGZHAOQIANBAOHUOBIA
425,444,589,GDYFSJHH,光大银发商机混合,混合型,GUANGDAYINFASHANGJIHUNHE
426,445,590,HAXHLHH,华安新活力混合,混合型,HUAANXINHUOLIHUNHE
427,446,591,ZYJKSHHH,中银健康生活混合,混合型,ZHONGYINJIANKANGSHENGHUOHUNHE
428,447,592,JXGGHLGP,建信改革红利股票,股票型,JIANXINGAIGEHONGLIGUPIAO
430,449,594,DMJQYXGP,大摩进取优选股票,股票型,DAMOJINQUYOUXUANGUPIAO
431,450,595,JSTHHH,嘉实泰和混合,混合型,JIASHITAIHEHUNHE
433,452,597,ZHJJSYHH,中海积极收益混合,混合型,ZHONGHAIJIJISHOUYIHUNHE
434,453,598,CSSTHJHH,长盛生态环境混合,混合型,CHANGSHENGSHENGTAIHUANJINGHUNHE
435,454,599,XCXJBHB,信诚薪金宝货币,货币型,XINCHENGXINJINBAOHUOBI
436,455,600,HTFHJBHB,汇添富和聚宝货币,货币型,HUITIANFUHEJUBAOHUOBI
437,456,601,HBCXYXHH,华宝创新优选混合,混合型,HUABAOCHUANGXINYOUXUANHUNHE
438,457,602,FGAYHB,富国安益货币,货币型,FUGUOANYIHUOBI
439,458,603,YFDCXQDLHPZHH,易方达创新驱动灵活配置混合,混合型,YIFANGDACHUANGXINQUDONGLINGHUOPEIZHIHUNHE
440,459,604,YHDLBHBA,银华多利宝货币A,货币型,YINHUADUOLIBAOHUOBIA
441,460,605,YHDLBHBB,银华多利宝货币B,货币型,YINHUADUOLIBAOHUOBIB
442,461,606,THYXZQ,天弘优选债券,债券型,TIANHONGYOUXUANZHAIQUAN
443,462,607,ZSZQBHBB,招商招钱宝货币B,货币型,ZHAOSHANGZHAOQIANBAOHUOBIB
444,463,609,HSXLHHH,华商新量化混合,混合型,HUASHANGXINLIANGHUAHUNHE
445,464,612,HBSTZGHH,华宝生态中国混合,混合型,HUABAOSHENGTAIZHONGGUOHUNHE
448,467,615,CCGZBHBA,长城工资宝货币A,货币型,CHANGCHENGGONGZIBAOHUOBIA
449,468,616,STMGYXZLZQA,上投摩根优信增利债券A,债券型,SHANGTOUMOGENYOUXINZENGLIZHAIQUANA
450,469,617,STMGYXZLZQC,上投摩根优信增利债券C,债券型,SHANGTOUMOGENYOUXINZENGLIZHAIQUANC
451,470,618,JSXJBHB,嘉实薪金宝货币,货币型,JIASHIXINJINBAOHUOBI
452,471,619,DFHCYSJHH,东方红产业升级混合,混合型,DONGFANGHONGCHANYESHENGJIHUNHE
453,472,620,YFDXJZLHBA,易方达现金增利货币A,货币型,YIFANGDAXIANJINZENGLIHUOBIA
454,473,621,YFDXJZLHBB,易方达现金增利货币B,货币型,YIFANGDAXIANJINZENGLIHUOBIB
457,476,625,NATTBB,诺安天天宝B,货币型,NUOANTIANTIANBAOB
458,477,626,DCFCBHBA,大成丰财宝货币A,货币型,DACHENGFENGCAIBAOHUOBIA
459,478,627,DCFCBHBB,大成丰财宝货币B,货币型,DACHENGFENGCAIBAOHUOBIB
460,479,628,DCGXJSCYGP,大成高新技术产业股票,股票型,DACHENGGAOXINJISHUCHANYEGUPIAO
462,481,634,FGTSLHPZJJ,富国天盛灵活配置基金,混合型,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
463,483,638,FGFQBHB,富国富钱包货币,货币型,FUGUOFUQIANBAOHUOBI
464,484,639,BYXRHHA,宝盈祥瑞混合A,混合型,BAOYINGXIANGRUIHUNHEA
465,485,640,NALCBHBA,诺安理财宝货币A,货币型,NUOANLICAIBAOHUOBIA
466,486,641,NALCBHBB,诺安理财宝货币B,货币型,NUOANLICAIBAOHUOBIB
467,487,642,HTFHBC,汇添富货币C,货币型,HUITIANFUHUOBIC
468,488,644,ZSZJBHBA,招商招金宝货币A,货币型,ZHAOSHANGZHAOJINBAOHUOBIA
469,489,645,HXXJBHB,华夏薪金宝货币,货币型,HUAXIAXINJINBAOHUOBI
470,490,646,HRYDYLBJLHHH,华润元大医疗保健量化混合,混合型,HUARUNYUANDAYILIAOBAOJIANLIANGHUAHUNHE
471,491,647,YFDCFKXHBA,易方达财富快线货币A,货币型,YIFANGDACAIFUKUAIXIANHUOBIA
472,492,648,YFDCFKXHBB,易方达财富快线货币B,货币型,YIFANGDACAIFUKUAIXIANHUOBIB
473,493,649,CCJXLHPZ,长城久鑫灵活配置,混合型,CHANGCHENGJIUXINLINGHUOPEIZHI
474,494,650,HTFHBD,汇添富货币D,货币型,HUITIANFUHUOBID
475,495,651,ZSZJBHBB,招商招金宝货币B,货币型,ZHAOSHANGZHAOJINBAOHUOBIB
476,496,652,BSYLLHPZHH,博时裕隆灵活配置混合,混合型,BOSHIYULONGLINGHUOPEIZHIHUNHE
477,497,654,HSXRCYHH,华商新锐产业混合,混合型,HUASHANGXINRUICHANYEHUNHE
478,498,655,XYWLZQ,鑫元稳利债券,债券型,XINYUANWENLIZHAIQUAN
480,500,657,YHHQBHBA,银华活钱宝货币A,货币型,YINHUAHUOQIANBAOHUOBIA
481,501,658,YHHQBHBB,银华活钱宝货币B,货币型,YINHUAHUOQIANBAOHUOBIB
482,502,659,YHHQBHBC,银华活钱宝货币C,货币型,YINHUAHUOQIANBAOHUOBIC
483,503,660,YHHQBHBD,银华活钱宝货币D,货币型,YINHUAHUOQIANBAOHUOBID
484,504,661,YHHQBHBE,银华活钱宝货币E,货币型,YINHUAHUOQIANBAOHUOBIE
485,505,662,YHHQBHBF,银华活钱宝货币F,货币型,YINHUAHUOQIANBAOHUOBIF
486,506,663,GTRYMLZGHH,国投瑞银美丽中国混合,混合型,GUOTOURUIYINMEILIZHONGGUOHUNHE
487,507,664,GLATYHHA,国联安通盈混合A,混合型,GUOLIANANTONGYINGHUNHEA
488,508,665,BSXJSYHBB,博时现金收益货币B,货币型,BOSHIXIANJINSHOUYIHUOBIB
489,509,667,GYJDSYHHFQA,工银绝对收益混合发起A,混合型,GONGYINJUEDUISHOUYIHUNHEFAQIA
490,510,668,GSABZXZQA,国寿安保尊享债券A,债券型,GUOSHOUANBAOZUNXIANGZHAIQUANA
491,511,669,GSABZXZQC,国寿安保尊享债券C,债券型,GUOSHOUANBAOZUNXIANGZHAIQUANC
492,512,672,GYJDSYHHFQB,工银绝对收益混合发起B,混合型,GONGYINJUEDUISHOUYIHUNHEFAQIB
493,513,674,ZHHXFJZQ,中海惠祥分级债券,债券型,ZHONGHAIHUIXIANGFENJIZHAIQUAN
496,516,677,GYXJHB,工银现金货币,货币型,GONGYINXIANJINHUOBI
497,517,678,HBXJBHBE,华宝现金宝货币E,货币型,HUABAOXIANJINBAOHUOBIE
498,518,679,ZSFLLHPZHHA,招商丰利灵活配置混合A,混合型,ZHAOSHANGFENGLILINGHUOPEIZHIHUNHEA
499,519,681,XDAYHGJHBA,信达澳银慧管家货币A,货币型,XINDAAOYINHUIGUANJIAHUOBIA
500,520,682,XDAYHGJHBC,信达澳银慧管家货币C,货币型,XINDAAOYINHUIGUANJIAHUOBIC
501,521,683,XDAYHGJHBE,信达澳银慧管家货币E,货币型,XINDAAOYINHUIGUANJIAHUOBIE
502,522,684,CSYLJKCYLHPZHH,长盛养老健康产业灵活配置混合,混合型,CHANGSHENGYANGLAOJIANKANGCHANYELINGHUOPEIZHIHUNHE
503,523,686,JXJXBHBA,建信嘉薪宝货币A,货币型,JIANXINJIAXINBAOHUOBIA
504,524,687,NFXJBHB,南方薪金宝货币,货币型,NANFANGXINJINBAOHUOBI
505,525,688,JSCCYJJXGP,景顺长城研究精选股票,股票型,JINGSHUNCHANGCHENGYANJIUJINGXUANGUPIAO
506,526,689,QHKYXJJHH,前海开源新经济混合,混合型,QIANHAIKAIYUANXINJINGJIHUNHE
507,527,690,QHKYDHYHH,前海开源大海洋混合,混合型,QIANHAIKAIYUANDAHAIYANGHUNHE
508,528,692,HTFSLZQC,汇添富双利债券C,债券型,HUITIANFUSHUANGLIZHAIQUANC
509,529,693,JXXJTLHBA,建信现金添利货币A,货币型,JIANXINXIANJINTIANLIHUOBIA
510,530,694,XYHLZQ,鑫元鸿利债券,债券型,XINYUANHONGLIZHAIQUAN
511,531,695,DCJYPWSYHHA,大成景益平稳收益混合A,混合型,DACHENGJINGYIPINGWENSHOUYIHUNHEA
512,532,696,HTFHBHYGP,汇添富环保行业股票,股票型,HUITIANFUHUANBAOHANGYEGUPIAO
513,533,697,HTFYDHLGP,汇添富移动互联股票,股票型,HUITIANFUYIDONGHULIANGUPIAO
514,534,698,BYKJ30HH,宝盈科技30混合,混合型,BAOYINGKEJI30HUNHE
515,535,699,ZYXQBHB,中银薪钱包货币,货币型,ZHONGYINXINQIANBAOHUOBI
516,536,700,TDHLHBB,泰达宏利货币B,货币型,TAIDAHONGLIHUOBIB
517,537,701,JSCCJFHBA,景顺长城景丰货币A,货币型,JINGSHUNCHANGCHENGJINGFENGHUOBIA
518,538,704,YFDTTZLHBA,易方达天天增利货币A,货币型,YIFANGDATIANTIANZENGLIHUOBIA
519,539,705,YFDTTZLHBB,易方达天天增利货币B,货币型,YIFANGDATIANTIANZENGLIHUOBIB
520,540,706,ZYDCLLHPZHH,中邮多策略灵活配置混合,混合型,ZHONGYOUDUOCELUELINGHUOPEIZHIHUNHE
521,541,707,JSCCJFHBB,景顺长城景丰货币B,货币型,JINGSHUNCHANGCHENGJINGFENGHUOBIB
522,542,708,HAAXHH,华安安享混合,混合型,HUAANANXIANGHUNHE
523,543,709,HAHCTHB,华安汇财通货币,货币型,HUAANHUICAITONGHUOBI
524,544,710,JYXJBHBA,交银现金宝货币A,货币型,JIAOYINXIANJINBAOHUOBIA
525,545,711,JSYLBJGP,嘉实医疗保健股票,股票型,JIASHIYILIAOBAOJIANGUPIAO
526,546,712,STMGTTBHBA,上投摩根天添宝货币A,货币型,SHANGTOUMOGENTIANTIANBAOHUOBIA
527,547,713,STMGTTBHBB,上投摩根天添宝货币B,货币型,SHANGTOUMOGENTIANTIANBAOHUOBIB
528,548,714,NAWJHBLHPZHHA,诺安稳健回报灵活配置混合A,混合型,NUOANWENJIANHUIBAOLINGHUOPEIZHIHUNHEA
530,550,716,GYXJHBB,工银薪金货币B,货币型,GONGYINXINJINHUOBIB
531,551,717,RTZXSDLLHPZHH,融通转型三动力灵活配置混合,混合型,RONGTONGZHUANXINGSANDONGLILINGHUOPEIZHIHUNHE
532,553,719,NFXJTE,南方现金通E,货币型,NANFANGXIANJINTONGE
534,557,723,JXWDTLZQC,建信稳定添利债券C,债券型,JIANXINWENDINGTIANLIZHAIQUANC
535,558,724,DCTLBHBA,大成添利宝货币A,货币型,DACHENGTIANLIBAOHUOBIA
536,559,725,DCTLBHBB,大成添利宝货币B,货币型,DACHENGTIANLIBAOHUOBIB
537,560,726,DCTLBHBE,大成添利宝货币E,货币型,DACHENGTIANLIBAOHUOBIE
538,561,727,RTJKCYLHPZHH,融通健康产业灵活配置混合,混合型,RONGTONGJIANKANGCHANYELINGHUOPEIZHIHUNHE
540,563,729,JXZXPXFGP,建信中小盘先锋股票,股票型,JIANXINZHONGXIAOPANXIANFENGGUPIAO
541,564,730,BSXJBHBA,博时现金宝货币A,货币型,BOSHIXIANJINBAOHUOBIA
542,566,734,BSTTZLHBA,博时天天增利货币A,货币型,BOSHITIANTIANZENGLIHUOBIA
543,567,735,BSTTZLHBB,博时天天增利货币B,货币型,BOSHITIANTIANZENGLIHUOBIB
544,568,736,NAJLZQA,诺安聚利债券A,债券型,NUOANJULIZHAIQUANA
545,569,737,NAJLZQC,诺安聚利债券C,债券型,NUOANJULIZHAIQUANC
546,570,738,ZXJTHBA,中信建投货币A,货币型,ZHONGXINJIANTOUHUOBIA
547,571,739,PAXXXFA,平安新鑫先锋A,混合型,PINGANXINXINXIANFENGA
548,574,742,GTXJJLHPZHH,国泰新经济灵活配置混合,混合型,GUOTAIXINJINGJILINGHUOPEIZHIHUNHE
549,575,743,HTHTSSPYHHFQS,红塔红土盛世普益混合发起式,混合型,HONGTAHONGTUSHENGSHIPUYIHUNHEFAQISHI
550,576,744,BXRFWDSYA,北信瑞丰稳定收益A,债券型,BEIXINRUIFENGWENDINGSHOUYIA
551,577,745,BXRFWDSYC,北信瑞丰稳定收益C,债券型,BEIXINRUIFENGWENDINGSHOUYIC
552,578,746,ZSHYJXGPJJ,招商行业精选股票基金,股票型,ZHAOSHANGHANGYEJINGXUANGUPIAOJIJIN
553,579,747,GFNXCLHH,广发逆向策略混合,混合型,GUANGFANIXIANGCELUEHUNHE
554,580,748,GFHQBHBA,广发活期宝货币A,货币型,GUANGFAHUOQIBAOHUOBIA
555,581,750,AXXJZLHBA,安信现金增利货币A,货币型,ANXINXIANJINZENGLIHUOBIA
556,582,751,JSXXCYGP,嘉实新兴产业股票,股票型,JIASHIXINXINGCHANYEGUPIAO
557,583,753,HBLHDCHHA,华宝量化对冲混合A,混合型,HUABAOLIANGHUADUICHONGHUNHEA
558,584,754,HBLHDCHHC,华宝量化对冲混合C,混合型,HUABAOLIANGHUADUICHONGHUNHEC
559,585,755,FADXXCZHH,富安达新兴成长混合,混合型,FUANDAXINXINGCHENGZHANGHUNHE
560,586,756,JXQLXLCGP,建信潜力新蓝筹股票,股票型,JIANXINQIANLIXINLANCHOUGUPIAO
561,587,757,HFZHCSLHPZHH,华富智慧城市灵活配置混合,混合型,HUAFUZHIHUICHENGSHILINGHUOPEIZHIHUNHE
562,588,758,ZSZQBHBC,招商招钱宝货币C,货币型,ZHAOSHANGZHAOQIANBAOHUOBIC
563,589,759,PACFBHB,平安财富宝货币,货币型,PINGANCAIFUBAOHUOBI
564,590,760,GYCFHBA,工银财富货币A,货币型,GONGYINCAIFUHUOBIA
565,591,761,GFJKYZSHGP,国富健康优质生活股票,股票型,GUOFUJIANKANGYOUZHISHENGHUOGUPIAO
566,592,762,HTFJDSYDKHH,汇添富绝对收益定开混合,混合型,HUITIANFUJUEDUISHOUYIDINGKAIHUNHE
567,593,763,GYXCFLHPZHH,工银新财富灵活配置混合,混合型,GONGYINXINCAIFULINGHUOPEIZHIHUNHE
568,594,764,WJHBE,万家货币E,货币型,WANJIAHUOBIE
569,595,767,HFGTMALHPZHH,华富国泰民安灵活配置混合,混合型,HUAFUGUOTAIMINANLINGHUOPEIZHIHUNHE
570,596,771,NAJXBHBA,诺安聚鑫宝货币A,货币型,NUOANJUXINBAOHUOBIA
571,597,772,JSCCZGHBLHPZHH,景顺长城中国回报灵活配置混合,混合型,JINGSHUNCHANGCHENGZHONGGUOHUIBAOLINGHUOPEIZHIHUNHE
572,598,773,WJXJBA,万家现金宝A,货币型,WANJIAXIANJINBAOA
573,599,778,PHXJZZGP,鹏华先进制造股票,股票型,PENGHUAXIANJINZHIZAOGUPIAO
574,600,779,NAJXBHBB,诺安聚鑫宝货币B,货币型,NUOANJUXINBAOHUOBIB
575,601,780,PHYLBJGP,鹏华医疗保健股票,股票型,PENGHUAYILIAOBAOJIANGUPIAO
576,602,781,GTRYSZLZQA,国投瑞银岁增利债券A,债券型,GUOTOURUIYINSUIZENGLIZHAIQUANA
577,603,782,GTRYSZLZQC,国投瑞银岁增利债券C,债券型,GUOTOURUIYINSUIZENGLIZHAIQUANC
580,606,785,HRXJZLHBA,华融现金增利货币A,货币型,HUARONGXIANJINZENGLIHUOBIA
581,607,786,HRXJZLHBB,华融现金增利货币B,货币型,HUARONGXIANJINZENGLIHUOBIB
582,608,787,HRXJZLHBC,华融现金增利货币C,货币型,HUARONGXIANJINZENGLIHUOBIC
583,609,788,QHKYZGCZHH,前海开源中国成长混合,混合型,QIANHAIKAIYUANZHONGGUOCHENGZHANGHUNHE
584,610,789,YFDLBHBA,易方达龙宝货币A,货币型,YIFANGDALONGBAOHUOBIA
585,611,790,YFDLBHBB,易方达龙宝货币B,货币型,YIFANGDALONGBAOHUOBIB
588,614,793,GYGDZZGP,工银高端制造股票,股票型,GONGYINGAODUANZHIZAOGUPIAO
589,615,794,BYRFCXHHAB,宝盈睿丰创新混合A/B,混合型,BAOYINGRUIFENGCHUANGXINHUNHEAB
590,617,796,BYRFCXHHC,宝盈睿丰创新混合C,混合型,BAOYINGRUIFENGCHUANGXINHUNHEC
591,618,797,FZFBJXBHB,方正富邦金小宝货币,货币型,FANGZHENGFUBANGJINXIAOBAOHUOBI
594,621,800,HSWLZTHH,华商未来主题混合,混合型,HUASHANGWEILAIZHUTIHUNHE
595,622,801,ZJCZA,中金纯债A,债券型,ZHONGJINCHUNZHAIA
596,623,802,ZJCZC,中金纯债C,债券型,ZHONGJINCHUNZHAIC
597,624,803,GYYJJXGP,工银研究精选股票,股票型,GONGYINYANJIUJINGXUANGUPIAO
598,625,804,ZXJTWLHHA,中信建投稳利混合A,混合型,ZHONGXINJIANTOUWENLIHUNHEA
599,626,805,ZYXJJLHPZHH,中银新经济灵活配置混合,混合型,ZHONGYINXINJINGJILINGHUOPEIZHIHUNHE
602,629,810,FGSYZQZQA,富国收益增强债券A,债券型,FUGUOSHOUYIZENGQIANGZHAIQUANA
603,630,812,FGSYZQZQC,富国收益增强债券C,债券型,FUGUOSHOUYIZENGQIANGZHAIQUANC
604,631,814,XYHXCZC,鑫元合享纯债C,债券型,XINYUANHEXIANGCHUNZHAIC
605,632,815,XYHXCZA,鑫元合享纯债A,债券型,XINYUANHEXIANGCHUNZHAIA
606,633,816,NFLCJJYXHBA,南方理财金交易型货币A,货币型,NANFANGLICAIJINJIAOYIXINGHUOBIA
608,635,818,NATTBC,诺安天天宝C,货币型,NUOANTIANTIANBAOC
609,636,822,DHMLZGLHPZHH,东海美丽中国灵活配置混合,混合型,DONGHAIMEILIZHONGGUOLINGHUOPEIZHIHUNHE
610,637,823,YHGDZZYHH,银华高端制造业混合,混合型,YINHUAGAODUANZHIZAOYEHUNHE
611,638,824,YXYFSLA,圆信永丰双利A,混合型,YUANXINYONGFENGSHUANGLIA
612,639,825,YXYFSLC,圆信永丰双利C,混合型,YUANXINYONGFENGSHUANGLIC
615,642,828,TDZXJY,泰达转型机遇,股票型,TAIDAZHUANXINGJIYU
616,643,829,YFDTTFHBA,易方达天天发货币A,货币型,YIFANGDATIANTIANFAHUOBIA
617,644,830,YFDTTFHBB,易方达天天发货币B,货币型,YIFANGDATIANTIANFAHUOBIB
618,645,831,GYYLBJGP,工银医疗保健股票,股票型,GONGYINYILIAOBAOJIANGUPIAO
619,646,832,THXJGJHBC,天弘现金管家货币C,货币型,TIANHONGXIANJINGUANJIAHUOBIC
623,650,836,GTRYQDBHBA,国投瑞银钱多宝货币A,货币型,GUOTOURUIYINQIANDUOBAOHUOBIA
624,651,837,GTRYQDBHBI,国投瑞银钱多宝货币I,货币型,GUOTOURUIYINQIANDUOBAOHUOBII
625,652,839,STMGCZFLZQA,上投摩根纯债丰利债券A,债券型,SHANGTOUMOGENCHUNZHAIFENGLIZHAIQUANA
626,653,840,STMGCZFLZQC,上投摩根纯债丰利债券C,债券型,SHANGTOUMOGENCHUNZHAIFENGLIZHAIQUANC
627,654,841,FGXHBLHPZHHAB,富国新回报灵活配置混合A/B,混合型,FUGUOXINHUIBAOLINGHUOPEIZHIHUNHEAB
628,656,843,FGXHBLHPZHHC,富国新回报灵活配置混合C,混合型,FUGUOXINHUIBAOLINGHUOPEIZHIHUNHEC
629,657,844,NFJDSY,南方绝对收益,混合型,NANFANGJUEDUISHOUYI
630,658,845,GTRYXXXFHH,国投瑞银信息消费混合,混合型,GUOTOURUIYINXINXIXIAOFEIHUNHE
631,659,846,ZRHBC,中融货币C,货币型,ZHONGRONGHUOBIC
632,660,847,ZRHBA,中融货币A,货币型,ZHONGRONGHUOBIA
633,661,848,GYTYKXHB,工银添益快线货币,货币型,GONGYINTIANYIKUAIXIANHUOBI
634,662,849,HFJXSHCLHHA,汇丰晋信双核策略混合A,混合型,HUIFENGJINXINSHUANGHECELUEHUNHEA
635,663,850,HFJXSHCLHHC,汇丰晋信双核策略混合C,混合型,HUIFENGJINXINSHUANGHECELUEHUNHEC
636,664,854,PHYLCYGP,鹏华养老产业股票,股票型,PENGHUAYANGLAOCHANYEGUPIAO
637,665,855,STMGTTYHBA,上投摩根天添盈货币A,货币型,SHANGTOUMOGENTIANTIANYINGHUOBIA
638,666,856,STMGTTYHBB,上投摩根天添盈货币B,货币型,SHANGTOUMOGENTIANTIANYINGHUOBIB
639,667,857,STMGTTYHBE,上投摩根天添盈货币E,货币型,SHANGTOUMOGENTIANTIANYINGHUOBIE
640,669,859,RTTRZQC,融通通瑞债券C,债券型,RONGTONGTONGRUIZHAIQUANC
641,670,860,YHHZLHB,银华惠增利货币,货币型,YINHUAHUIZENGLIHUOBI
642,671,861,CCHBE,长城货币E,货币型,CHANGCHENGHUOBIE
643,672,862,FGTSHBC,富国天时货币C,货币型,FUGUOTIANSHIHUOBIC
644,673,863,FGTSHBD,富国天时货币D,货币型,FUGUOTIANSHIHUOBID
645,674,866,HBZZGP,华宝制造股票,股票型,HUABAOZHIZAOGUPIAO
646,675,867,HBPZSHGP,华宝品质生活股票,股票型,HUABAOPINZHISHENGHUOGUPIAO
647,676,868,GTRYZLBHBA,国投瑞银增利宝货币A,货币型,GUOTOURUIYINZENGLIBAOHUOBIA
648,677,869,GTRYZLBHBB,国投瑞银增利宝货币B,货币型,GUOTOURUIYINZENGLIBAOHUOBIB
649,678,870,JSXSYHH,嘉实新收益混合,混合型,JIASHIXINSHOUYIHUNHE
650,679,871,BXRFYTBA,北信瑞丰宜投宝A,货币型,BEIXINRUIFENGYITOUBAOA
651,680,872,BXRFYTBB,北信瑞丰宜投宝B,货币型,BEIXINRUIFENGYITOUBAOB
652,681,873,HAXJBHBA,华安现金宝货币A,货币型,HUAANXIANJINBAOHUOBIA
653,682,874,HAXJBHBB,华安现金宝货币B,货币型,HUAANXIANJINBAOHUOBIB
654,683,875,JXWDDLZQA,建信稳定得利债券A,债券型,JIANXINWENDINGDELIZHAIQUANA
655,684,876,JXWDDLZQC,建信稳定得利债券C,债券型,JIANXINWENDINGDELIZHAIQUANC
656,685,877,HTBRLHYXHH,华泰柏瑞量化优选混合,混合型,HUATAIBAIRUILIANGHUAYOUXUANHUNHE
657,686,878,ZHYYJKCYJXHHA,中海医药健康产业精选混合A,混合型,ZHONGHAIYIYAOJIANKANGCHANYEJINGXUANHUNHEA
658,687,879,ZHYYJKCYJXHHC,中海医药健康产业精选混合C,混合型,ZHONGHAIYIYAOJIANKANGCHANYEJINGXUANHUNHEC
659,688,880,FGYJJXLHPZHH,富国研究精选灵活配置混合,混合型,FUGUOYANJIUJINGXUANLINGHUOPEIZHIHUNHE
660,689,882,ZJXJGJA,中金现金管家A,货币型,ZHONGJINXIANJINGUANJIAA
661,690,883,ZJXJGJB,中金现金管家B,货币型,ZHONGJINXIANJINGUANJIAB
662,691,884,MSJYYXGP,民生加银优选股票,股票型,MINSHENGJIAYINYOUXUANGUPIAO
