,FundCode,类型
5641,660013,债券型
5643,660102,债券型
5645,660109,债券型
5664,675011,债券型
5665,675013,债券型
5668,675041,债券型
5669,675043,债券型
5670,675051,债券型
5671,675053,债券型
5676,675081,债券型
5677,675083,债券型
5678,675100,债券型
5679,675111,债券型
5680,675113,债券型
5681,675121,债券型
5682,675123,债券型
5683,686868,债券型
5684,686869,债券型
5687,690002,债券型
5691,690006,债券型
5696,690202,债券型
5697,690206,债券型
5702,700005,债券型
5703,700006,债券型
5706,710301,债券型
5707,710302,债券型
5711,720002,债券型
5712,720003,债券型
5721,750002,债券型
5722,750003,债券型
